date,temp_max_c,temp_mean_c,humidity_mean_pct,wind_mean_ms,wind_max_ms,precip_sum_mm,sunshine_sum_h,global_radiation_sum_j_cm2,O3_max,O3_mean,O3_score,NO2_max,NO2_mean,NO2_score,PM10_max,PM10_mean,PM10_score,PM2.5_max,PM2.5_mean,PM2.5_score,SO2_max,SO2_mean,SO2_score,dominant_pollutant,dominant_score,month,year,hot_day
2016-01-01,1.8,0.9043478260869565,99.30434782608695,2.6,3.8,0.4,0.0,166.0,21.0,9.73913043478261,0.875,28.0,19.347826086956523,1.9,219.0,42.608695652173914,5.0,194.0,37.34782608695652,5.0,6.0,2.5217391304347827,0.6000000000000001,PM10,5.0,1,2016,False
2016-01-02,1.5,-2.6041666666666665,87.41666666666667,6.258333333333333,8.9,0.0,0.0,95.0,41.0,25.166666666666668,1.3541666666666665,22.0,12.291666666666666,1.6,80.0,37.291666666666664,3.7222222222222223,79.0,36.25,5.0,8.0,4.083333333333333,0.8,PM2.5,5.0,1,2016,False
2016-01-03,-7.2,-9.3125,75.70833333333333,6.9875,8.0,0.0,196.0,280.0,33.0,27.833333333333332,1.1875,18.0,11.541666666666666,1.4,50.0,41.416666666666664,2.851851851851852,50.0,40.125,4.0,11.0,8.25,1.05,PM2.5,4.0,1,2016,False
2016-01-04,-6.5,-9.170833333333333,73.79166666666667,5.795833333333333,6.5,0.0,0.0,183.0,24.0,16.583333333333332,1.0,36.0,24.791666666666668,2.2,68.0,60.583333333333336,3.388888888888889,66.0,58.541666666666664,4.64,15.0,12.625,1.25,PM2.5,4.64,1,2016,False
2016-01-05,-7.0,-7.8374999999999995,79.58333333333333,4.970833333333333,6.0,1.6,0.0,126.0,15.0,5.708333333333333,0.625,42.0,33.541666666666664,2.4,91.0,79.70833333333333,4.022222222222222,87.0,74.125,5.0,15.0,12.583333333333334,1.25,PM2.5,5.0,1,2016,False
2016-01-06,-6.6,-7.616666666666667,86.41666666666667,3.775,5.2,2.7,0.0,100.0,7.0,3.1666666666666665,0.29166666666666663,47.0,39.291666666666664,2.5666666666666664,93.0,86.25,4.066666666666666,89.0,83.25,5.0,24.0,18.583333333333332,1.7000000000000002,PM2.5,5.0,1,2016,False
2016-01-07,-2.9,-5.7625,88.875,4.55,7.2,0.0,0.0,109.0,10.0,4.208333333333333,0.41666666666666663,38.0,32.208333333333336,2.2666666666666666,94.0,88.79166666666667,4.088888888888889,92.0,86.75,5.0,16.0,11.791666666666666,1.3,PM2.5,5.0,1,2016,False
2016-01-08,4.9,2.2666666666666666,83.08333333333333,7.004166666666666,9.2,3.8,115.0,231.0,53.0,35.041666666666664,1.6041666666666665,36.0,22.75,2.2,89.0,24.791666666666668,3.9722222222222223,88.0,23.25,5.0,12.0,5.583333333333333,1.1,PM2.5,5.0,1,2016,False
2016-01-09,3.8,0.07083333333333335,87.95833333333333,3.966666666666667,5.7,0.0,429.0,408.0,34.0,16.666666666666668,1.2083333333333333,54.0,32.333333333333336,2.8,30.0,17.5,2.111111111111111,28.0,15.708333333333334,2.8666666666666667,6.0,3.9583333333333335,0.6000000000000001,PM2.5,2.8666666666666667,1,2016,False
2016-01-10,2.8,0.2625,96.125,5.154166666666667,6.8,2.5,53.0,139.0,16.0,9.75,0.6666666666666666,42.0,28.166666666666668,2.4,40.0,31.291666666666668,2.4814814814814814,39.0,30.75,3.45,5.0,3.875,0.5,PM2.5,3.45,1,2016,False
2016-01-11,2.8,2.308333333333333,98.5,3.7875,6.1,3.9,93.0,200.0,27.0,6.541666666666667,1.0625,52.0,37.708333333333336,2.7333333333333334,25.0,17.833333333333332,1.8888888888888888,20.0,16.291666666666668,2.3333333333333335,4.0,3.0416666666666665,0.4,NO2,2.7333333333333334,1,2016,False
2016-01-12,4.3,2.5833333333333335,98.91666666666667,3.220833333333333,5.3,7.0,0.0,81.0,24.0,9.416666666666666,1.0,52.0,35.375,2.7333333333333334,21.0,17.0,1.6666666666666665,20.0,16.125,2.3333333333333335,4.0,3.1666666666666665,0.4,NO2,2.7333333333333334,1,2016,False
2016-01-13,3.8,2.0166666666666666,96.58333333333333,5.079166666666667,6.8,2.7,0.0,66.0,40.0,27.75,1.3333333333333333,34.0,17.166666666666668,2.1333333333333333,13.0,8.125,1.2222222222222223,12.0,7.625,1.7000000000000002,3.0,2.6666666666666665,0.30000000000000004,NO2,2.1333333333333333,1,2016,False
2016-01-14,3.9,1.1500000000000001,90.25,4.316666666666666,5.2,0.30000000000000004,315.0,442.0,39.0,24.791666666666668,1.3125,52.0,23.75,2.7333333333333334,19.0,13.166666666666666,1.5555555555555556,16.0,11.666666666666666,2.066666666666667,4.0,2.5416666666666665,0.4,NO2,2.7333333333333334,1,2016,False
2016-01-15,1.2,-0.33749999999999997,94.33333333333333,3.1333333333333333,4.9,0.5,0.0,111.0,25.0,9.333333333333334,1.0208333333333333,52.0,33.708333333333336,2.7333333333333334,41.0,28.708333333333332,2.5185185185185186,39.0,27.125,3.45,5.0,3.4583333333333335,0.5,PM2.5,3.45,1,2016,False
2016-01-16,-0.2,-0.7666666666666666,89.54166666666667,2.670833333333333,4.3,0.6,0.0,156.0,43.0,35.291666666666664,1.3958333333333333,20.0,13.458333333333334,1.5,30.0,19.208333333333332,2.111111111111111,29.0,18.416666666666668,2.9333333333333336,4.0,3.0416666666666665,0.4,PM2.5,2.9333333333333336,1,2016,False
2016-01-17,-0.9,-1.6958333333333335,94.0,2.0541666666666667,3.6,1.0,0.0,120.0,44.0,23.083333333333332,1.4166666666666665,28.0,18.083333333333332,1.9,38.0,26.916666666666668,2.4074074074074074,38.0,26.708333333333332,3.4,8.0,3.5,0.8,PM2.5,3.4,1,2016,False
2016-01-18,-1.6,-4.679166666666666,90.04166666666667,3.0875,4.5,0.0,437.0,533.0,49.0,27.75,1.5208333333333333,52.0,27.666666666666668,2.7333333333333334,29.0,16.041666666666668,2.074074074074074,28.0,15.375,2.8666666666666667,4.0,3.1666666666666665,0.4,PM2.5,2.8666666666666667,1,2016,False
2016-01-19,-2.6,-6.558333333333334,85.54166666666667,4.55,6.0,0.0,359.0,590.0,29.0,11.208333333333334,1.1041666666666667,48.0,39.791666666666664,2.6,36.0,30.291666666666668,2.3333333333333335,35.0,29.125,3.25,10.0,5.375,1.0,PM2.5,3.25,1,2016,False
2016-01-20,0.2,-2.1125000000000003,91.25,3.4166666666666665,4.4,1.0,1.0,153.0,31.0,18.875,1.1458333333333333,92.0,47.75,3.8,44.0,31.083333333333332,2.6296296296296298,39.0,28.958333333333332,3.45,6.0,4.083333333333333,0.6000000000000001,NO2,3.8,1,2016,False
2016-01-21,-2.4,-4.245833333333334,87.16666666666667,3.3625000000000003,6.0,0.0,94.0,278.0,57.0,35.5,1.6875,70.0,32.0,3.25,36.0,17.75,2.3333333333333335,35.0,17.083333333333332,3.25,4.0,3.0416666666666665,0.4,NO2,3.25,1,2016,False
2016-01-22,-3.7,-7.595833333333334,85.33333333333333,4.2250000000000005,6.2,0.0,486.0,568.0,33.0,12.958333333333334,1.1875,68.0,49.166666666666664,3.2,37.0,32.5,2.3703703703703702,36.0,31.333333333333332,3.3,7.0,4.333333333333333,0.7000000000000001,PM2.5,3.3,1,2016,False
2016-01-23,3.1,-1.6749999999999998,92.0,4.629166666666666,6.9,3.8,0.0,79.0,41.0,23.416666666666668,1.3541666666666665,51.0,29.083333333333332,2.7,39.0,28.875,2.4444444444444446,35.0,27.458333333333332,3.25,9.0,5.416666666666667,0.9,PM2.5,3.25,1,2016,False
2016-01-24,4.4,2.9625,97.58333333333333,4.333333333333333,5.9,1.2,0.0,228.0,39.0,22.291666666666668,1.3125,34.0,22.083333333333332,2.1333333333333333,28.0,21.166666666666668,2.037037037037037,26.0,19.166666666666668,2.7333333333333334,4.0,3.4583333333333335,0.4,PM2.5,2.7333333333333334,1,2016,False
2016-01-25,9.2,7.245833333333334,99.70833333333333,4.833333333333333,6.5,2.1,0.0,76.0,31.0,11.75,1.1458333333333333,40.0,24.25,2.3333333333333335,34.0,19.416666666666668,2.259259259259259,27.0,17.583333333333332,2.8,4.0,3.7083333333333335,0.4,PM2.5,2.8,1,2016,False
2016-01-26,10.7,8.016666666666667,87.95833333333333,5.183333333333334,6.4,0.0,145.0,346.0,47.0,22.5,1.4791666666666665,33.0,21.916666666666668,2.1,27.0,18.708333333333332,2.0,19.0,15.708333333333334,2.2666666666666666,4.0,3.4166666666666665,0.4,PM2.5,2.2666666666666666,1,2016,False
2016-01-27,11.4,9.583333333333334,74.95833333333333,6.158333333333334,7.0,1.1,3.0,191.0,53.0,43.875,1.6041666666666665,25.0,14.333333333333334,1.75,18.0,9.083333333333334,1.5,16.0,7.333333333333333,2.066666666666667,3.0,3.0,0.30000000000000004,PM2.5,2.066666666666667,1,2016,False
2016-01-28,11.0,7.329166666666667,68.54166666666667,7.083333333333333,9.5,0.7999999999999999,334.0,511.0,67.0,52.458333333333336,1.8958333333333333,37.0,13.958333333333334,2.2333333333333334,16.0,8.416666666666666,1.3888888888888888,12.0,6.083333333333333,1.7000000000000002,4.0,3.0,0.4,NO2,2.2333333333333334,1,2016,False
2016-01-29,8.3,4.8,71.33333333333333,6.1625000000000005,7.3,0.0,58.0,334.0,49.0,39.291666666666664,1.5208333333333333,31.0,19.041666666666668,2.033333333333333,14.0,10.291666666666666,1.2777777777777777,11.0,7.541666666666667,1.6,3.0,3.0,0.30000000000000004,NO2,2.033333333333333,1,2016,False
2016-01-30,8.9,7.320833333333333,78.66666666666667,7.925,8.8,4.9,0.0,105.0,68.0,55.666666666666664,1.9166666666666665,11.0,7.416666666666667,1.05,8.0,3.7083333333333335,0.8888888888888888,6.0,2.9583333333333335,1.1,3.0,2.875,0.30000000000000004,O3,1.9166666666666665,1,2016,False
2016-01-31,6.0,3.6999999999999997,74.83333333333333,6.7625,7.8,0.2,225.0,447.0,66.0,56.041666666666664,1.875,12.0,7.875,1.1,9.0,6.958333333333333,1.0,8.0,5.708333333333333,1.3,3.0,3.0,0.30000000000000004,O3,1.875,1,2016,False
2016-02-01,11.1,6.925,87.91666666666667,5.933333333333334,10.3,1.5,1.0,164.0,62.0,38.583333333333336,1.7916666666666665,40.0,17.458333333333332,2.3333333333333335,16.0,8.583333333333334,1.3888888888888888,14.0,7.833333333333333,1.9,3.0,2.9583333333333335,0.30000000000000004,NO2,2.3333333333333335,2,2016,False
2016-02-02,11.2,8.820833333333333,75.29166666666667,8.0375,10.0,3.9000000000000004,225.0,493.0,69.0,63.291666666666664,1.9375,16.0,8.75,1.3,11.0,5.541666666666667,1.1111111111111112,8.0,4.541666666666667,1.3,3.0,2.8333333333333335,0.30000000000000004,O3,1.9375,2,2016,False
2016-02-03,6.6,4.883333333333334,65.91666666666667,7.616666666666667,9.3,0.0,221.0,428.0,64.0,57.416666666666664,1.8333333333333333,24.0,12.333333333333334,1.7000000000000002,13.0,8.75,1.2222222222222223,9.0,6.541666666666667,1.4,4.0,3.0416666666666665,0.4,O3,1.8333333333333333,2,2016,False
2016-02-04,3.8,2.983333333333333,87.125,6.125,7.4,2.7,0.0,189.0,56.0,42.583333333333336,1.6666666666666665,21.0,12.125,1.55,16.0,9.416666666666666,1.3888888888888888,15.0,8.625,2.0,3.0,2.5,0.30000000000000004,PM2.5,2.0,2,2016,False
2016-02-05,5.5,3.1958333333333333,89.91666666666667,4.6625000000000005,5.5,0.7999999999999999,2.0,296.0,46.0,32.75,1.4583333333333333,31.0,18.208333333333332,2.033333333333333,19.0,12.0,1.5555555555555556,15.0,10.875,2.0,3.0,2.9166666666666665,0.30000000000000004,NO2,2.033333333333333,2,2016,False
